,Original_Tweet,Sentiment,message
2701,"@mohakmangal @Muktiprateekbd1 So that means you are assuming facts , acc. To your preference/taste? We can also assume that RaGa funds Anti-Indian orgs as it is quite delusional to think people in politics won’t do this🙂🙂",Neutral,"@mohakmangal @Muktiprateekbd1 So that means you are assuming facts , acc. To your preference/taste? We can also assume that RaGa funds Anti-Indian orgs as it is quite delusional to think people in politics won’t do this🙂🙂"
2702,@BraganzaSheeba @pbhushan1 Will RaGa lose his voice outside LS? Though a nice man RaGa is not suitable 4 Indian politics &amp; public speaking. He is trying to copy Modi in aggression &amp; doesn't learn. SG should hv scolded him in 2013 for his impertinence in tearing ordinance in public. Then he would hv learned,Positive,@BraganzaSheeba @pbhushan1 Will RaGa lose his voice outside LS? Though a nice man RaGa is not suitable 4 Indian politics &amp; public speaking. He is trying to copy Modi in aggression &amp; doesn't learn. SG should hv scolded him in 2013 for his impertinence in tearing ordinance in public. Then he would hv learned
2703,"#IndianPolitics

Waiting...

Its time to support him and restore the values of democracy without fear and second thought...

#RahulGandhi https://t.co/6hnCdcgXRt",Neutral,"#IndianPolitics

Waiting...

Its time to support him and restore the values of democracy without fear and second thought...

#RahulGandhi https://t.co/6hnCdcgXRt"
2704,"Irrevocable: Didi has dedicated her life to the welfare of the people &amp; to upholding democracy! The only alternative!

#Didi #MamataBanerjee #DidiForPM #India #Welfare #Development #IndianPolitics #WomenInPolitics #IronLady https://t.co/QW6HTm1KcJ #NextPMMamataDidi",Neutral,"Irrevocable: Didi has dedicated her life to the welfare of the people &amp; to upholding democracy! The only alternative!

#Didi #MamataBanerjee #DidiForPM #India #Welfare #Development #IndianPolitics #WomenInPolitics #IronLady https://t.co/QW6HTm1KcJ #NextPMMamataDidi"
2705,"@ShashiTharoor We need this kind of rapidity in all cases on Political people and MP/MLA who have Criminal record, FIR and pending Court cases.all must be suspended from the House with immediate effect. Run their cases on Priority basis on Fast track. This is best way to clean Indian Politics.",Positive,"@ShashiTharoor We need this kind of rapidity in all cases on Political people and MP/MLA who have Criminal record, FIR and pending Court cases.all must be suspended from the House with immediate effect. Run their cases on Priority basis on Fast track. This is best way to clean Indian Politics."
2706,@curlykrazy07 Indian politics is full of defamation speeches. If i had money i would made them run for their money,Positive,@curlykrazy07 Indian politics is full of defamation speeches. If i had money i would made them run for their money
2707,Rahul Gandhi’s Expulsion Will Re-Align Indian Politics to Modi’s Disadvantage https://t.co/1jqNfpbdwx,Neutral,Rahul Gandhi’s Expulsion Will Re-Align Indian Politics to Modi’s Disadvantage https://t.co/1jqNfpbdwx
2708,"How can one win without an opponent? -2024 elections🤔 #BlackDay_For_Indian_Democracy
#ragulgandhi
#ragul #india #IndianPolitics https://t.co/R704VRV6LQ",Positive,"How can one win without an opponent? -2024 elections🤔 #BlackDay_For_Indian_Democracy
#ragulgandhi
#ragul #india #IndianPolitics https://t.co/R704VRV6LQ"
2709,"“It raises serious questions about a politics of vindictiveness that will go to great and greater lengths to disallow space to the political opponent”.

Editorial in The Indian Express https://t.co/zzFRovFt7m",Positive,"“It raises serious questions about a politics of vindictiveness that will go to great and greater lengths to disallow space to the political opponent”.

Editorial in The Indian Express https://t.co/zzFRovFt7m"
2710,"Haanji, not fascist at all! Imagine if they can do this to a well known powerful name like Rahul Gandhi, what chances does anyone else have? 
#RahulGandhi #IndianPolitics",Positive,"Haanji, not fascist at all! Imagine if they can do this to a well known powerful name like Rahul Gandhi, what chances does anyone else have? 
#RahulGandhi #IndianPolitics"
2711,"@MahuaMoitra @RahulGandhi SO now you and Rahul are beyond the SC , proven to be  Rakhi Sawant of Indian Politics.",Neutral,"@MahuaMoitra @RahulGandhi SO now you and Rahul are beyond the SC , proven to be  Rakhi Sawant of Indian Politics."
2712,On a lighter note 😜😜 #IndianPolitics,Neutral,On a lighter note 😜😜 #IndianPolitics
2713,"हर शुरुआत का अंत है, लेकिन हमेशा एक नया दिन होता है और ☀️उगता है

Every beginning has an end, BUT there is alwz a new day &amp; 🌞rises

Chanz is the only constant which is inhabitable 
#congress #BJP #Modi #RahulGandhi #RahulGandhiDefamationCase #IndianPolitics #beingneutral #india",Positive,"हर शुरुआत का अंत है, लेकिन हमेशा एक नया दिन होता है और ☀️उगता है

Every beginning has an end, BUT there is alwz a new day &amp; 🌞rises

Chanz is the only constant which is inhabitable 
#congress #BJP #Modi #RahulGandhi #RahulGandhiDefamationCase #IndianPolitics #beingneutral #india"
2714,"Irrevocable: Didi has dedicated her life to the welfare of the people &amp; to upholding democracy! The only alternative!

#Didi #MamataBanerjee #DidiForPM #India #Welfare #Development #IndianPolitics #WomenInPolitics #IronLady https://t.co/114qkgZR3B",Neutral,"Irrevocable: Didi has dedicated her life to the welfare of the people &amp; to upholding democracy! The only alternative!

#Didi #MamataBanerjee #DidiForPM #India #Welfare #Development #IndianPolitics #WomenInPolitics #IronLady https://t.co/114qkgZR3B"
2715,"@Panjab_IN @vikramsinghsan A ‘superpower’ can’t catch a fugitive !( why would they , when his agenda &amp; antics  suit politics of BJP &amp; narrative of Indian deep state) 

We have seen this movie a couple of times before 

Go fool other  potential sanghis 

&amp; of course F O while u r at it",Neutral,"@Panjab_IN @vikramsinghsan A ‘superpower’ can’t catch a fugitive !( why would they , when his agenda &amp; antics  suit politics of BJP &amp; narrative of Indian deep state) 

We have seen this movie a couple of times before 

Go fool other  potential sanghis 

&amp; of course F O while u r at it"
2716,"@TrulyMonica It's probably the Indian ""Judas &amp; Brutus"" parked out there who might be handing over the script...its amazing how foreign leaders or media know so much about Indian Politics, RSS, Culture,",Positive,"@TrulyMonica It's probably the Indian ""Judas &amp; Brutus"" parked out there who might be handing over the script...its amazing how foreign leaders or media know so much about Indian Politics, RSS, Culture,"
2717,"@jothims INSANE
COWARD
COWARDICE 
Rahul Gandhi (a) Pappu
Has nothing to do in
Indian Politics",Negative,"@jothims INSANE
COWARD
COWARDICE 
Rahul Gandhi (a) Pappu
Has nothing to do in
Indian Politics"
2718,"Dear world,so this is the Pakistani Coalition govt &amp; it’s allies agenda that @ImranKhanPTI is an Israel/American/Indian agent in Pakistan,ever since he’s in politics.While on the other hand their Intl agenda is 2prove him as “Taliban Khan” i.e. the 1 from Talibans.
@UN_HRC @hrw https://t.co/Apw8h2fHw7",Neutral,"Dear world,so this is the Pakistani Coalition govt &amp; it’s allies agenda that @ImranKhanPTI is an Israel/American/Indian agent in Pakistan,ever since he’s in politics.While on the other hand their Intl agenda is 2prove him as “Taliban Khan” i.e. the 1 from Talibans.
@UN_HRC @hrw https://t.co/Apw8h2fHw7"
2719,@BABUDONEKALE @khushsundar Recollect Churchills old statement. I dont support him but how correct he was.The RP Act needs to be amended to rid undesirables frm Indian politics &amp; provide immunity to elected https://t.co/J9MprSjB5t zamindari system needs to end.🇮🇳,Positive,@BABUDONEKALE @khushsundar Recollect Churchills old statement. I dont support him but how correct he was.The RP Act needs to be amended to rid undesirables frm Indian politics &amp; provide immunity to elected https://t.co/J9MprSjB5t zamindari system needs to end.🇮🇳
2720,@Devahoothi Kamal Mama is a great actor. He does his job well. Why take his politics seriously?,Positive,@Devahoothi Kamal Mama is a great actor. He does his job well. Why take his politics seriously?
2721,"Not at all.

Prime Minister of India Shri Narendra Modi Ji changed Indian politics.

In this digital age, everything is visible to the voters. INC is doomed.

2024 will be the end of the road for many.",Positive,"Not at all.

Prime Minister of India Shri Narendra Modi Ji changed Indian politics.

In this digital age, everything is visible to the voters. INC is doomed.

2024 will be the end of the road for many."
2722,"He is the one who forced rahul to don't fought case and don't ask mafia because he knows till this guy will not out we can't survive in indian politics .....jayeaam, supriya , khargey all are Priyanka loyal",Positive,"He is the one who forced rahul to don't fought case and don't ask mafia because he knows till this guy will not out we can't survive in indian politics .....jayeaam, supriya , khargey all are Priyanka loyal"
2723,"Dear world,this is the Pakistani Coalition govt &amp; it’s allies agenda,that @ImranKhanPTI is an Israel/American/Indian agent in Pakistan,ever since he’s in politics.While on the other hand their Intl agenda is 2prove him as “Taliban Khan” i.e. the 1from Talibans
@antonioguterres https://t.co/10X8jZQHoq",Neutral,"Dear world,this is the Pakistani Coalition govt &amp; it’s allies agenda,that @ImranKhanPTI is an Israel/American/Indian agent in Pakistan,ever since he’s in politics.While on the other hand their Intl agenda is 2prove him as “Taliban Khan” i.e. the 1from Talibans
@antonioguterres https://t.co/10X8jZQHoq"
2724,@HLKodo @SaffronDalit The pinocchio of Indian politics.,Neutral,@HLKodo @SaffronDalit The pinocchio of Indian politics.
2725,"Dear world,so this is the Pakistani Coalition govt &amp; it’s allies agenda to prove @ImranKhanPTI an Israel/American/Indian agent in Pakistan,ever since he’s in politics.While on the other hand their Intl agenda is 2prove him as “Taliban Khan” i.e. the 1 from Talibans.
@SecBlinken https://t.co/bJZnibAhZN",Neutral,"Dear world,so this is the Pakistani Coalition govt &amp; it’s allies agenda to prove @ImranKhanPTI an Israel/American/Indian agent in Pakistan,ever since he’s in politics.While on the other hand their Intl agenda is 2prove him as “Taliban Khan” i.e. the 1 from Talibans.
@SecBlinken https://t.co/bJZnibAhZN"
2726,"@chakravartiin Only appeasement matters, everything else which is just and fair doens't get importance in mainline Indian politics",Positive,"@chakravartiin Only appeasement matters, everything else which is just and fair doens't get importance in mainline Indian politics"
2727,"Dear world, so this is the Pakistani Coalition govt &amp; it’s allies agenda to prove @ImranKhanPTI an Israel/American/Indian agent in Pakistan,ever since he’s in politics. While on the other hand there Intl agenda is to prove him as “Taliban Khan” i.e. the one from Talibans.
@VP https://t.co/mKR18kIOf2",Neutral,"Dear world, so this is the Pakistani Coalition govt &amp; it’s allies agenda to prove @ImranKhanPTI an Israel/American/Indian agent in Pakistan,ever since he’s in politics. While on the other hand there Intl agenda is to prove him as “Taliban Khan” i.e. the one from Talibans.
@VP https://t.co/mKR18kIOf2"
2728,"@RahulGandhi The last man standing
@RahulGandhi is the only one to consistently standup 4 minorities,riots affected,JK citizens,migrants,Adivasis, oppressed dalits,women victims,students,comedians,activists
Noone else has guts to take on those like Modi,Adani
Indian politics has a gaping hole https://t.co/8T16TYpVXH",Positive,"@RahulGandhi The last man standing
@RahulGandhi is the only one to consistently standup 4 minorities,riots affected,JK citizens,migrants,Adivasis, oppressed dalits,women victims,students,comedians,activists
Noone else has guts to take on those like Modi,Adani
Indian politics has a gaping hole https://t.co/8T16TYpVXH"
2729,@Mystic_VJ The zero congress mission in full swing and hope a more meritorious opposition combo in store for INDIAN democracy definitely most constructive people and the highest literary minds going to dominate future Indian Politics https://t.co/9GXogMdWAU,Positive,@Mystic_VJ The zero congress mission in full swing and hope a more meritorious opposition combo in store for INDIAN democracy definitely most constructive people and the highest literary minds going to dominate future Indian Politics https://t.co/9GXogMdWAU
2730,"@sayyadafatima8 Partition is politics and propaganda by Indian politicians and Media against Indian Muslims and Pakistan. Indian Subcontinent was never a single country, but a Region of South Asia. It took British one hundred years to fight against Bengal, Merhatas Muslims,Sikhs Rajahs, and King",Negative,"@sayyadafatima8 Partition is politics and propaganda by Indian politicians and Media against Indian Muslims and Pakistan. Indian Subcontinent was never a single country, but a Region of South Asia. It took British one hundred years to fight against Bengal, Merhatas Muslims,Sikhs Rajahs, and King"
2731,"@pvsubramanyam atleast u must praise that they are dominating Indian politics for more than 100years and still counting.
BJP fear only from Congress despite in full majority.",Positive,"@pvsubramanyam atleast u must praise that they are dominating Indian politics for more than 100years and still counting.
BJP fear only from Congress despite in full majority."
2732,@Paul_Oommen 😂😂😂😂. WORST PARTY IN INDIAN POLITICS.,Negative,@Paul_Oommen 😂😂😂😂. WORST PARTY IN INDIAN POLITICS.
2733,@Kaushal38827602 @BefittingFacts @RahulGandhi Bhai baat hamesha se cast aur religion ki hi hai.. Only a fool will ignore caste religion and language in indian politics..,Neutral,@Kaushal38827602 @BefittingFacts @RahulGandhi Bhai baat hamesha se cast aur religion ki hi hai.. Only a fool will ignore caste religion and language in indian politics..
2734,"Dear world, so this is the Pakistani Coalition govt &amp; it’s allies agenda to prove @ImranKhanPTI an Israel/American/Indian agent in Pakistan,ever since he’s in politics. While on the other hand there Intl agenda is to prove him as “Taliban Khan” i.e. the one from Talibans.
@POTUS",Neutral,"Dear world, so this is the Pakistani Coalition govt &amp; it’s allies agenda to prove @ImranKhanPTI an Israel/American/Indian agent in Pakistan,ever since he’s in politics. While on the other hand there Intl agenda is to prove him as “Taliban Khan” i.e. the one from Talibans.
@POTUS"
2735,@pvsubramanyam Same with Mr Modi. No source of income but he is and will dominate Indian politics alone for a long time..,Negative,@pvsubramanyam Same with Mr Modi. No source of income but he is and will dominate Indian politics alone for a long time..
2736,@ProfBabones It has ruffled the dynastic fiefdoms of Indian politics.,Neutral,@ProfBabones It has ruffled the dynastic fiefdoms of Indian politics.
2737,"only proving the point we are making....

Sonia INC wants foreign nations to take notice and interfere in Indian politics....

basically, how dare the browns go against the whites and psuedo whites",Positive,"only proving the point we are making....

Sonia INC wants foreign nations to take notice and interfere in Indian politics....

basically, how dare the browns go against the whites and psuedo whites"
2738,@ShashiTharoor @RahulGandhi But why to British audience..is there any connection with Indian politics and British audience...he shud have convey to his party leaders,Neutral,@ShashiTharoor @RahulGandhi But why to British audience..is there any connection with Indian politics and British audience...he shud have convey to his party leaders
2739,Don't underestimate the power of a long walk! #IndianPolitics,Negative,Don't underestimate the power of a long walk! #IndianPolitics
2740,"Period of 75 years passed,the scene of politics changed and appear to be deviated from preindependence to post independence India,but this is good subject of interpretation on Indian penal code,""disqualification is for sentence of more than 2 years as per apex court ruling on ER""",Positive,"Period of 75 years passed,the scene of politics changed and appear to be deviated from preindependence to post independence India,but this is good subject of interpretation on Indian penal code,""disqualification is for sentence of more than 2 years as per apex court ruling on ER"""
2741,Rahul Gandhi’s Expulsion Will Re-Align Indian Politics to Modi’s Disadvantage https://t.co/SW1PgkcWRZ via @thewire_in,Neutral,Rahul Gandhi’s Expulsion Will Re-Align Indian Politics to Modi’s Disadvantage https://t.co/SW1PgkcWRZ via @thewire_in
2742,@AamAadmiParty @ArvindKejriwal Haha!! You guys are big joke in Indian politics. Seriously I regret that I voted for you people for the sake of Delhi’s development. But apart from development you people do everything. “Vinash kale vipreet budhi” tumhare liye Sahi hai.,Negative,@AamAadmiParty @ArvindKejriwal Haha!! You guys are big joke in Indian politics. Seriously I regret that I voted for you people for the sake of Delhi’s development. But apart from development you people do everything. “Vinash kale vipreet budhi” tumhare liye Sahi hai.
2743,"@ShineHamesha ""Pappu in a cotton sari"" doesn't have stamina for Indian politics

She can't reign in husband's avarice &amp; her kids have grown up insulated from reality

The only future for Congress is one without Gandhi Parivaar
Thankfully, @INCIndia is willing to sink, to prove their loyalty",Positive,"@ShineHamesha ""Pappu in a cotton sari"" doesn't have stamina for Indian politics

She can't reign in husband's avarice &amp; her kids have grown up insulated from reality

The only future for Congress is one without Gandhi Parivaar
Thankfully, @INCIndia is willing to sink, to prove their loyalty"
2744,"The role of Indian/Indian-origin weaponised immigrants, parachute journalists, and social climbers of a particular political leaning in building these narrative is noteworthy. Nothing new in this playbook. However, even if your politics is anti-BJP, you should be concerned.",Positive,"The role of Indian/Indian-origin weaponised immigrants, parachute journalists, and social climbers of a particular political leaning in building these narrative is noteworthy. Nothing new in this playbook. However, even if your politics is anti-BJP, you should be concerned."
2745,"Don't you think living in India is a blessing and a curse all at the same time.
You are blessed with Rights, Diversity, Devlopment Rates..etc.
But you're cursed with Dirty Party Politics, Biased Leaders and government's suppression of 'the truth of the matter'
#India #Indian",Negative,"Don't you think living in India is a blessing and a curse all at the same time.
You are blessed with Rights, Diversity, Devlopment Rates..etc.
But you're cursed with Dirty Party Politics, Biased Leaders and government's suppression of 'the truth of the matter'
#India #Indian"
2746,@ANI Indian politics is always like that only. Political parties always do work for their benefit only. No respect for each other and all political parties are doing same thing with each other. It's just a matter of power who holds. Sad to see wasting of our hard earned money.,Negative,@ANI Indian politics is always like that only. Political parties always do work for their benefit only. No respect for each other and all political parties are doing same thing with each other. It's just a matter of power who holds. Sad to see wasting of our hard earned money.
2747,"@_pallavighosh @RahulGandhi @priyankagandhi It is futile to predict anything in politics.

Who knew a week back that Modi will destroy all democratic conventions just to protect one of his cronies?

What happened yesterday is a frightening reminder of how the British used to incarcerate India’s freedom fighters.",Negative,"@_pallavighosh @RahulGandhi @priyankagandhi It is futile to predict anything in politics.

Who knew a week back that Modi will destroy all democratic conventions just to protect one of his cronies?

What happened yesterday is a frightening reminder of how the British used to incarcerate India’s freedom fighters."
2748,"@VivekKumar_IND 97% Muslims in Indian subcontinent have ancestry in hindus, but a miniscule minority of foreign ancestry mullahs, Imams,ulemas/ mulanas mislead them into Islamic politics. They may be deported to land of their ancestry Madina and Mecca.",Negative,"@VivekKumar_IND 97% Muslims in Indian subcontinent have ancestry in hindus, but a miniscule minority of foreign ancestry mullahs, Imams,ulemas/ mulanas mislead them into Islamic politics. They may be deported to land of their ancestry Madina and Mecca."
2749,"@Randeep_Sisodia They don't have anything for India ...
It's a fluke being tried by @incindia to somehow reign India again, however, to their agony, India is no more a state of convenience politics anymore ...
Hope 2023-24, there are phenomenol changes to Indian Politics ...",Neutral,"@Randeep_Sisodia They don't have anything for India ...
It's a fluke being tried by @incindia to somehow reign India again, however, to their agony, India is no more a state of convenience politics anymore ...
Hope 2023-24, there are phenomenol changes to Indian Politics ..."
2750,"@ShashiTharoor The last man standing
@RahulGandhi is the only one to consistently standup 4 minorities,riots affected,JK citizens,migrants,Adivasis, oppressed dalits,women victims,students,comedians,activists
Noone else has guts to take on those like Modi,Adani
Indian politics has a gaping hole",Positive,"@ShashiTharoor The last man standing
@RahulGandhi is the only one to consistently standup 4 minorities,riots affected,JK citizens,migrants,Adivasis, oppressed dalits,women victims,students,comedians,activists
Noone else has guts to take on those like Modi,Adani
Indian politics has a gaping hole"
2751,"@ShyamMeeraSingh democracy is getting a reset... when dust settles, new party with young leaders emerges, Dynasty politics will be destroyed.. new era of Indian political system will emerge",Positive,"@ShyamMeeraSingh democracy is getting a reset... when dust settles, new party with young leaders emerges, Dynasty politics will be destroyed.. new era of Indian political system will emerge"
2752,@ProfBabones Sal getting a taste of real Indian politics 😜,Positive,@ProfBabones Sal getting a taste of real Indian politics 😜
2753,"The tearing of ordinance was wrong move by RG. It wasn’t wrong because it was done by RG,it was wrong bcaz that ordinance was giving space to save politicians frm political vendetta. 
In Indian politics,there is always scope to settle political score in politico-legal manner.
1/",Negative,"The tearing of ordinance was wrong move by RG. It wasn’t wrong because it was done by RG,it was wrong bcaz that ordinance was giving space to save politicians frm political vendetta. 
In Indian politics,there is always scope to settle political score in politico-legal manner.
1/"
2754,"Who is Rahul Gandhi, the convicted 'prince' of Indian politics? https://t.co/xU5DFomUUg via @YahooNews",Neutral,"Who is Rahul Gandhi, the convicted 'prince' of Indian politics? https://t.co/xU5DFomUUg via @YahooNews"
2755,"@sujataanandan @narendramodi needs to work for #India and get admiration and #votes from #Indian people 

You called yourself #Journalist and don’t know how #Politics works!",Neutral,"@sujataanandan @narendramodi needs to work for #India and get admiration and #votes from #Indian people 

You called yourself #Journalist and don’t know how #Politics works!"
2756,@ANI Caste🤮is just an attempt to break Hindu &amp; Indian unity. Caste-based politics and reservation must end.,Neutral,@ANI Caste🤮is just an attempt to break Hindu &amp; Indian unity. Caste-based politics and reservation must end.
2757,@Mystic_Soul25 @AamAadmiParty @ArvindKejriwal Meera Aunty...pls also post Delhi Riots and Punjab situation... Khujliwal is biggest fraud in history of Indian politics,Neutral,@Mystic_Soul25 @AamAadmiParty @ArvindKejriwal Meera Aunty...pls also post Delhi Riots and Punjab situation... Khujliwal is biggest fraud in history of Indian politics
2758,"Only Motilal Nehru had a big source of income. Nehru was a failed lawyer. He had to live on his salary...ditto for his daughter Indira and her son Rajiv. 
This family had no source of income, but they dominated Indian politics for 105 years...and still not done. Even business…",Negative,"Only Motilal Nehru had a big source of income. Nehru was a failed lawyer. He had to live on his salary...ditto for his daughter Indira and her son Rajiv. 
This family had no source of income, but they dominated Indian politics for 105 years...and still not done. Even business…"
2759,"Indian Politics in Uproar Over Opposition Leader Gandhi’s Arrest

@imfsea_aruna @PackRagu @AnwarFadzil @nonvitalheart @dinimann @Hock_ann26 @kuabt @broz6969 @richardrichli  @_chuad @RazibSyah  @BahangD @gu_na_lan  https://t.co/vHcYYjCPmA",Negative,"Indian Politics in Uproar Over Opposition Leader Gandhi’s Arrest

@imfsea_aruna @PackRagu @AnwarFadzil @nonvitalheart @dinimann @Hock_ann26 @kuabt @broz6969 @richardrichli  @_chuad @RazibSyah  @BahangD @gu_na_lan  https://t.co/vHcYYjCPmA"
2760,"@shminsington It's a little right- wing Indian nationalist for my taste. Interesting, but the politics are skewed.",Positive,"@shminsington It's a little right- wing Indian nationalist for my taste. Interesting, but the politics are skewed."
2761,"Sad day in Indian democracy. Many crooks get their sins absolved by joining the @BJP4India ….This is what @INCIndia has done in the past … due to this dirty politics the nation suffers 

#RahulGandhiConvicted #RahulGandhi #RahulGandhiDisqualification @narendramodi @RahulGandhi",Negative,"Sad day in Indian democracy. Many crooks get their sins absolved by joining the @BJP4India ….This is what @INCIndia has done in the past … due to this dirty politics the nation suffers 

#RahulGandhiConvicted #RahulGandhi #RahulGandhiDisqualification @narendramodi @RahulGandhi"
2762,Tihar is waiting for you @ArvindKejriwal ... The day Honourable court will sentence you to the jail will be a golden day in Indian politics,Positive,Tihar is waiting for you @ArvindKejriwal ... The day Honourable court will sentence you to the jail will be a golden day in Indian politics
2763,@RahulGandhi We are with you. I am not from any party or not interested in politics. But as an Indian we need to save our country and democracy.  Listen @BJP4India  @narendramodi You can't just kill democracy. I am as Indian hate this type of politics game. Just Indian,Negative,@RahulGandhi We are with you. I am not from any party or not interested in politics. But as an Indian we need to save our country and democracy.  Listen @BJP4India  @narendramodi You can't just kill democracy. I am as Indian hate this type of politics game. Just Indian
2764,"@Vih_kising @Karanpartap01 @narendramodi We are really sick of Kejriwal gutter level of poltics, he is very dangerous for India and Indian politics, he should be sent behind the bars ASAP , India can't tolerate such traitor any more",Negative,"@Vih_kising @Karanpartap01 @narendramodi We are really sick of Kejriwal gutter level of poltics, he is very dangerous for India and Indian politics, he should be sent behind the bars ASAP , India can't tolerate such traitor any more"
2765,"@arnicopanday Excuse me then. Last time I saw your interview, you were with RSP. Nowadays, I see you comment more on Indian politics than the politics surrounding RSP itself. That's why it got me thinking that way. Apologies!",Negative,"@arnicopanday Excuse me then. Last time I saw your interview, you were with RSP. Nowadays, I see you comment more on Indian politics than the politics surrounding RSP itself. That's why it got me thinking that way. Apologies!"
2766,Rahul Gandhi should not even be in Indian Politics to start with .... Black day this black day that.... I see only a beautiful yellow sunshine day,Positive,Rahul Gandhi should not even be in Indian Politics to start with .... Black day this black day that.... I see only a beautiful yellow sunshine day
2767,"#BIGBREAKING  
Rahul Gandhi is the joke for Indian politics. I don`t know for what he is here.",Neutral,"#BIGBREAKING  
Rahul Gandhi is the joke for Indian politics. I don`t know for what he is here."
2768,A Smart player can use the poor delivery to hit a four or six.Same applicable in Indian politics.,Negative,A Smart player can use the poor delivery to hit a four or six.Same applicable in Indian politics.
2769,"Guess who is back at it again?! 
Finance Minister trolling the
opposition like a Boss 2.0🤣
.
.
.
.
.
.
#explore #बजट # Budget2023 #budgetindia #india
#indian #politics #humor #geopolitics #newregime
#sigmapolitics #explorepage #notice @nsitharaman https://t.co/Z7theAta6c",Neutral,"Guess who is back at it again?! 
Finance Minister trolling the
opposition like a Boss 2.0🤣
.
.
.
.
.
.
#explore #बजट # Budget2023 #budgetindia #india
#indian #politics #humor #geopolitics #newregime
#sigmapolitics #explorepage #notice @nsitharaman https://t.co/Z7theAta6c"
2770,"Pappu being pappu, literary the most violent and war monger religion then any other. That's why he can't be, shouldn't be in Indian politics scene. #Pappu",Negative,"Pappu being pappu, literary the most violent and war monger religion then any other. That's why he can't be, shouldn't be in Indian politics scene. #Pappu"
2771,"@Christo86495198 @_mehmetaha_ It’s because of politics and the corrupt congressman that are getting payed many millions by foreign lobbies that sre against Turkiye.

Greek, Indian, Armenian like (@ ANCA_DC) want to weaken the relations between Turkiye and the US for their homelands interests.",Negative,"@Christo86495198 @_mehmetaha_ It’s because of politics and the corrupt congressman that are getting payed many millions by foreign lobbies that sre against Turkiye.

Greek, Indian, Armenian like (@ ANCA_DC) want to weaken the relations between Turkiye and the US for their homelands interests."
2772,#BlackDayForIndianDemocracy Rahul ghandhi is joke for indian politics because if he done anything awful and get punished for it they start criticize the hole system. They never saw there mistakes..,Negative,#BlackDayForIndianDemocracy Rahul ghandhi is joke for indian politics because if he done anything awful and get punished for it they start criticize the hole system. They never saw there mistakes..
2773,"‘This important book comes at an inflection point in Indian democracy when identity politics are no longer just about social justice, but have come into conflict with the republic itself, even with the constitution….’ @PandaJay",Positive,"‘This important book comes at an inflection point in Indian democracy when identity politics are no longer just about social justice, but have come into conflict with the republic itself, even with the constitution….’ @PandaJay"
2774,"There are billions of issues pending for and our government is entangled petty things, 
People need to understand and do something for the good. 
#peopleofindia #IndianPolitics @LokSabhaSectt",Positive,"There are billions of issues pending for and our government is entangled petty things, 
People need to understand and do something for the good. 
#peopleofindia #IndianPolitics @LokSabhaSectt"
2775,"It's good to see that Rahul Gandhi is trending instead of being referred to as ""Pappu"". He has earned his place in Indian politics. Despite the court's verdict imposing an 8-year ban on re-election, his stature is gradually rising. #RahulGandhi",Positive,"It's good to see that Rahul Gandhi is trending instead of being referred to as ""Pappu"". He has earned his place in Indian politics. Despite the court's verdict imposing an 8-year ban on re-election, his stature is gradually rising. #RahulGandhi"
2776,@kcl0391 @KenRoth Rahul Gandhi is the main opposition leader in India. We don’t need a lesson on Indian politics from a troll with 5 followers.,Positive,@kcl0391 @KenRoth Rahul Gandhi is the main opposition leader in India. We don’t need a lesson on Indian politics from a troll with 5 followers.
2777,"@ParaRjs 52 yr old Eric is a confidante of POTUS and a practicing Jew.His ancestors were Italian Migrants in Mexico where his  grandfather migrated to LA, USA after his great grandfather was beheaded after a labour unrest. Indian diaspora a factor in US Politics.Served in USN.",Positive,"@ParaRjs 52 yr old Eric is a confidante of POTUS and a practicing Jew.His ancestors were Italian Migrants in Mexico where his  grandfather migrated to LA, USA after his great grandfather was beheaded after a labour unrest. Indian diaspora a factor in US Politics.Served in USN."
2778,Indian Culture imbibes respect for Elders however much you dislike them. Rahul Gandhi lately &amp;Sonia Gandhi earlier injected abusive smears in Indian politics targeting @narendramodiIVI both as CM &amp;PM. CONVICTION of Rahul Gandhi even if overturned on appeal NO DEIVIDENDS FOLLOW,Negative,Indian Culture imbibes respect for Elders however much you dislike them. Rahul Gandhi lately &amp;Sonia Gandhi earlier injected abusive smears in Indian politics targeting @narendramodiIVI both as CM &amp;PM. CONVICTION of Rahul Gandhi even if overturned on appeal NO DEIVIDENDS FOLLOW
2779,@RoKhanna @narendramodi So shall I abuse all Khanna's. Right now. Is that be OK. You concentrate on your job of America. Let's not involve in Indian politics.,Positive,@RoKhanna @narendramodi So shall I abuse all Khanna's. Right now. Is that be OK. You concentrate on your job of America. Let's not involve in Indian politics.
2780,Dilli ka Thug… biggest fraudiya in Indian politics.,Neutral,Dilli ka Thug… biggest fraudiya in Indian politics.
2781,"India's descent into authoritarianism just took a giant leap. Dismissing the Leader of the Opposition from the Indian Parliament itself! 

This unprecedented move will have a massive impact in Indian politics. #RahulGandhiDisqualification",Positive,"India's descent into authoritarianism just took a giant leap. Dismissing the Leader of the Opposition from the Indian Parliament itself! 

This unprecedented move will have a massive impact in Indian politics. #RahulGandhiDisqualification"
